"","selfclarity_al","ses_al","coreself_al","hsns_al","NPI_al","LOT_al","sde_al","IM_al","MorIden_al","moralSeImag_al","IPC_al","Ability","Attraction","Wealth","Social","Moral","obj_ses1","fri_ses2","ability_ALT_rt","moral_ALT_rt","ability_ALT_d","moral_ALT_d","ability_IAT","moral_IAT","ability_SRET_EW","moral_SRET_EW","ability_SRET_rt","moral_SRET_rt","ability_SRET_RJ1_d","moral_SRET_RJ1_d","ability_SRET_RJ2_d","moral_SRET_RJ2_d"
"125",-0.122850905010467,0.135264375560399,-0.199053345302225,-1.16679838045697,-0.476614545946855,-0.904392106721945,-0.475065392249892,0.0671698204725282,-0.675002212487423,-0.393177226200544,0.381870193789971,0.222609520190094,-0.301039224072166,-0.00884377096204331,1.21606031457659,-0.111874754583567,0.894204417701875,-1.01366749667859,2.10581473740467,0.69771796229715,1.72214431080963,1.19025010947339,0.573048137141716,0.989261979512235,0.764174573186743,0.648044478929347,0.86835714919183,-0.141666215873283,-1.0951175835932,0.292080847798176,-0.633811665148413,-0.253690289319661
"126",0.347423107320319,0.668198951854506,1.25553018041718,-0.658660211305581,-0.476614545946855,1.32555509759736,0.904422119434047,-0.0255226889861321,0.554422456967642,1.42338320906866,0.653746637493235,0.738612232888793,0.619463692087711,-1.98591790158776,1.21606031457659,0.991517432779854,0.894204417701875,0.870106213281994,0.345780709198672,-2.90306330937214,-0.742135105072611,-3.04704849640894,0.958959549744573,0.189066364348028,0.764174573186743,0.648044478929347,0.0895677363327032,-0.255025724075555,0.292211839563076,1.5858305322981,-0.575347068146044,1.49522680208444
"127",-0.68717971980741,0.312909234325101,-0.0778380514922746,0.357616126997202,-1.07075857720155,0.210581495437708,-0.423973262187524,-0.257253962632783,0.144614233815954,-0.314196337710578,0.517808415641603,0.222609520190094,0.159212234007772,-0.00884377096204331,-0.394679219938286,0.439821339098143,0.211678132263266,0.242181643295132,0.393372236885658,0.584476746098411,1.11905476687345,1.37022436695639,0.173548294517632,0.776240621209136,0.764174573186743,0.648044478929347,-0.472195687948317,-0.00450418626371024,0.0270692891502879,0.53893479489793,0.344986658682957,-0.151442279172929
"128",-1.43961813953667,-0.930604777027813,-1.28999098959178,1.54327185501711,-0.476614545946855,-0.0681619051022051,-0.832710302686469,-0.628024000467424,-0.879906324063267,-2.44668032693964,-0.705635581023082,-1.325398617906,0.159212234007772,-0.503112303618473,-1.20004898719572,-0.111874754583567,0.211678132263266,0.242181643295132,0.602070722706793,0.736115845950744,-0.963310702551103,1.15033721940262,0.10832383041574,0.718888717050609,0.48942131349201,0.214578557517829,0.224791621523677,0.152592455024477,-0.783376323811413,-1.94958855840091,0.308977272702565,0.122417301122031
"129",0.347423107320319,0.490554093089804,0.891884298987328,-1.50555715989123,0.711673516562529,-1.18313550726186,0.700053599184575,0.901402405600471,0.144614233815954,0.0807081047392488,-0.161882693616555,1.25461494558749,0.619463692087711,0.485424761694386,1.21606031457659,0.991517432779854,0.211678132263266,0.242181643295132,1.33094757135089,2.28909076391611,1.44361319695298,1.77802405595179,0.13821837646244,-1.09179282852574,1.03892783288148,0.648044478929347,-0.333215583724261,-0.221999725622924,0.34432749117122,0.42204403738797,-0.358977076821787,0.466194735599895
"130",1.19391632951573,0.845843810619208,1.01309959279728,-0.997418990739842,1.30581754781722,1.32555509759736,1.00660637955878,0.298901094119179,0.759326568543486,1.42338320906866,0.789684859344867,1.77061765828619,1.07971515016765,0.979693294350816,1.21606031457659,1.54321352646156,1.57673070314048,-0.38574292669173,-0.253249846771716,-0.664105284230769,-0.514322284865884,-0.00234632071804703,-1.80764480257732,-0.684867413305714,0.214668053797277,0.214578557517829,-0.163768369565201,-0.213668843130369,0.624488003307346,0.443510426640622,0.570203112969947,1.27490085175093
"131",-1.62772774446898,-1.28589449455722,-0.926345108161927,0.357616126997202,1.00874553218987,-0.904392106721945,-0.628341782436996,0.0208235657431981,0.144614233815954,-0.077253672240682,-0.841573802874714,-1.325398617906,-0.761290682152105,-1.49164936893133,0.41069054731915,0.439821339098143,0.211678132263266,-0.38574292669173,-0.239698863498851,-0.856857494618233,-0.546423030526765,-0.348685706322233,1.52967361063612,-0.76952974801592,0.764174573186743,0.214578557517829,0.374623025176639,-0.155352665682482,1.01193437694528,0.82032756333017,-0.880787392871873,-1.10470460464264
"132",-1.06339892967204,0.312909234325101,-1.77485216483158,1.20451307558285,0.711673516562529,-1.74062230834168,-0.372881132125156,-0.442638981550103,-1.08481043563911,-1.89381410750989,0.109993750086708,-2.8734067560021,-1.68179359831198,-1.98591790158776,1.6187451982053,0.439821339098143,-0.470848153175343,-0.38574292669173,-1.44693728249204,-0.27965564782312,-2.57559988730685,-0.54178212334032,-1.35107355386408,1.10396578782929,-0.0600852058974567,0.214578557517829,-0.0168584696046372,-0.36689757468987,-0.375395046210988,0.326619669130662,-0.292999802112627,0.174572169871928
"133",1.38202593444805,0.490554093089804,1.01309959279728,-1.84431593932549,-0.179542530319509,-0.0681619051022051,1.56861981024483,1.08678742451779,0.759326568543486,1.26542143208873,-0.161882693616555,0.222609520190094,1.53996660824759,0.485424761694386,0.41069054731915,0.439821339098143,0.211678132263266,-1.01366749667859,1.05987601481975,-0.0532562977559465,0.870121110964654,-1.25170704136537,-0.421624940412126,-0.867847298001966,-0.33483846559219,0.214578557517829,0.0503361153205072,0.474819088575817,-0.640537596623777,1.59981260768747,-0.890317458491673,0.174572169871928
"134",1.38202593444805,1.02348866938391,0.649453711367427,-0.31990143187132,0.414601500935183,-0.346905305642118,0.495685078935102,-0.0718689437154622,-1.4946186587908,0.554593435679041,0.24593197193834,0.222609520190094,0.619463692087711,0.979693294350816,-0.394679219938286,-1.7669630356287,-0.470848153175343,-0.38574292669173,0.507302795923238,-2.48182204769671,0.554405649892675,-1.99394861838114,0.439881522933688,-0.865116254946798,-0.33483846559219,0.214578557517829,-1.41774267664652,-0.471331137364404,-0.795147296508359,-1.27950995769028,1.87129332259897,0.264253782414074
