"","x"
"sl_1",0.858762632780126
"sl_2",1.0742222492804
"sl_3",0.459946545676185
"sl_4",1.16992616126684
"sl_5",0.921690593829237
"sl_6",0.864568155489022
"sl_7",0.673535779703509
"sl_8",1.04542810957524
"sl_9",0.848597572803734
"sl_10",0.600112008216791
"sl_11",1.07940340944626
"sl_12",1.11116605367981
"LOT_1",0.824450184481069
"LOT_2",0.729713577170878
"LOT_3",1.10419620092038
"LOT_4",0.730433935702013
"LOT_5",1.09033010141909
"LOT_6",0.606030887782068
"IPC_1",0.769394932298322
"IPC_2",0.472041912933277
"IPC_3",1.05740199136585
"IPC_4",0.461171348588429
"IPC_5",1.02561891183595
"IPC_6",1.06392144113078
"IPC_7",1.03559214201189
"IPC_8",0.742772940923192
"ss_1",1.035097584225
"ss_2",0.895065174741809
"ss_3",1.02256269944333
"ss_4",0.887754284395745
"ss_5",0.938132022581341
"ss_6",1.03010483727476
"ss_7",1.04992555671715
"ss_8",0.50728165058493
"ss_9",1.03707719596395
"ss_10",0.940728938650034
"cr_1",1.1383658243253
"c_2",0.692885891617544
"c_3",0.660898289135652
"c_4",1.03501678596383
"c_5",0.922564824863436
"c_6",1.17862594854779
"c_7",1.14762853775597
"c_8",0.989750182382136
"c_9",1.0437060682516
"c_10",0.983808438319423
"NPI1",0.660584191254554
"NPI2",1.07044336542314
"NPI3",1.00970201076852
"NPI4",0.915098461269737
"NPI5",0.752427590083426
"NPI6",0.320410091039873
"NPI7",0.738432786546268
"NPI8",0.705228238364775
"NPI9",0.0889834715519854
"NPI10",1.00573579699965
"NPI11",0.899429472325126
"NPI12",0.177789964012747
"NPI13",0.529416777494986
"NPI14",0.190065194431695
"NPI15",0.899526176693037
"hs_1",0.875664189173958
"h_2",-0.667097555247309
"h_3",-0.339754257797176
"h_4",-0.405929893980595
"h_5",-0.411117793686052
"h_6",0.0917724766129919
"h_7",-0.205684607529551
"h_8",-0.0950163452063703
"h_9",0.31359328603448
"h_10",-0.500481698239586
"MrI_1",0.855153590957123
"MI_2",0.776583703929711
"MI_3",0.388729335490457
"MI_4",0.452401531025941
"MI_5",1.00790942581059
"MI_6",0.703628895745024
"MI_7",0.943395689547958
"MI_8",0.819927507120496
"MI_9",0.787135019879173
"MI_10",0.933024591930661
"mSI_1",1.06148162481053
"mSI_2",0.879058820446829
"mSI_3",1.03877522612353
"mSI_4",0.967892425490069
"mSI_5",1.03170874271797
"mSI_6",0.860658094273467
"mSI_7",1.0709727785678
"mSI_8",1.08402862896954
"mSI_9",0.945074328831186
"sd_1",0.702924890346698
"sd_2",0.71712619194512
"sd_3",0.594058202196916
"sd_4",0.94089814214191
"sd_5",0.957389006139356
"sd_6",0.808928658718516
"sd_7",0.759261829329634
"sd_8",-0.373877615220067
"sd_9",1.1530035173865
"sd_10",0.404832750262663
"sd_11",1.13241878776567
"sd_12",0.968384084207405
"s_13",0.475235131990324
"s_14",0.354919710743246
"s_15",0.99129317556342
"s_16",0.577176028869338
"s_17",1.15938017305009
"s_18",0.326985325153043
"s_19",0.456635456299467
"s_20",0.945435398352293
"IM_1",1.08852493816698
"IM_2",1.11653248945846
"IM_3",0.721900734371968
"IM_4",0.998107199848624
"IM_5",0.709279981373485
"IM_6",0.94376699009445
"IM_7",1.01856878632654
"IM_8",0.600269868524517
"IM_9",0.976834806083419
"IM_10",0.589010262847144
"IM_11",0.841907130219204
"IM_12",0.873846758419535
"IM_13",0.442525920300018
"IM_14",0.796758484685507
"IM_15",0.900718505963466
"IM_16",1.17421687664871
"IM_17",0.844701187879021
"IM_18",0.588439306165775
"IM_19",1.19303785448128
"IM_20",1.0638383795059
"Abl",1.22974853927517
"Att",1.11098405748224
"Wlt",0.959623083317462
"Scl",0.747332382662679
"Mrl",0.987723347688096
"o_1",0.690063812217102
"f_2",0.874201239959739
"ablty_ALT_r",0.546059960708103
"mrl_ALT_r",0.602343692881383
"ablty_ALT_d",0.612516048256896
"mrl_ALT_d",0.599571595783469
"a_I",0.368102087608267
"m_I",0.27792224660877
"a_SRET_E",0.861438852771367
"m_SRET_E",0.505646437789592
"ab_SRET_",0.631062650565872
"mr_SRET_",0.540564039105894
"a_SRET_RJ1",0.0453630222826155
"m_SRET_RJ1",0
"a_SRET_RJ2",0.361758856692457
"m_SRET_RJ2",0.245495345229345
