"","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Attraction","Wealth","Social","Moral","obj_ses1","fri_ses2","ability_ALT_rt","moral_ALT_rt","ability_ALT_d","moral_ALT_d","ability_IAT","moral_IAT","ability_SRET_EW","moral_SRET_EW","ability_SRET_rt","moral_SRET_rt","ability_SRET_RJ1_d","moral_SRET_RJ1_d","ability_SRET_RJ2_d","moral_SRET_RJ2_d"
"IPC_6",25.4456194589954,35.8448260066919,36.2605760483025,27.8696450646414,32.6457719126034,30.2382460371506,35.3361401069135,32.7816851863005,38.7437262308003,34.2617225357428,26.0623187872589,32.0147954199075,18.4414706413771,38.4753163352123,23.2996348330878,27.8129913425321,25.4307202163514,15.3501953491391,20.3385687978539,23.9275776487504,8.06726529519448,14.7323203767089,23.2766034174796,0,6.0601697788036,11.2418809331402,20.140012659503,22.1665898896146,29.5973574185759,14.3412973491455,26.5359729243569,24.025567859884,19.1042281939701,43.1511862973132,26.7905148783094,23.6685530986532,15.8198461111275,38.0779006541819,43.7812731744783,10.841302102945,32.5761618492048,15.5780255088334,33.3414799902198,37.515120185531,7.46339282305491,28.278468402999,52.4591736432602,48.1449037383507,51.4908015562761,52.8816171609771,40.8760766578935,42.3251808589092,31.6827211119427,42.709509349453,29.1951608123187,49.5349351920344,48.138322350346,66.1193941705607,37.9725971143238,60.4850472773015,52.4594684520176,19.1269134326118,39.9168662113618,41.8566352669368,35.6084992408128,25.9660195716797,41.7935631428125,42.2772687535725,45.0360362802015,34.0132774956765,29.6975874345482,23.3021976373469,29.3619348656119,29.0254821166358,34.392210390935,26.523175330165,30.7463318726895,26.7758293451805,26.6628110322832,22.7936448981676,21.9744827905755,45.870582733177,50.0880763934226,48.0756959713822,53.2890629651569,50.411622954247,47.9557297047832,52.1156778175639,48.4531051202302,53.0021040048802,26.4426310339501,31.5921230672913,27.462722419544,16.8477264475755,29.6145316156351,28.3251266559673,24.2440655700182,16.9221240823252,22.1207077333543,35.1128391552329,14.9303612645621,25.5760150918205,10.3653101899286,35.0382222165943,26.3835234848239,29.7829298015332,19.8521607007384,35.0273720455486,31.5447868330376,24.7278205748202,28.9268136672072,20.5391708323993,23.3334883485306,31.4620999517153,35.7339250668019,29.5247211243044,24.9201137859374,29.3565812409799,34.6281268010207,32.5824509491195,30.1700818337637,34.4335442462742,43.7768626905509,31.7850899135615,35.4788160877482,23.74258363719,31.7616389867649,33.1301473869083,32.2382061654912,17.1409993465632,36.4768769940857,31.2537636445194,35.753202685496,38.5898784703984,34.4891627468309,45.5501746564402,43.822390811478,50.8546618353898,61.4129498944621,52.6736013766811,59.6137915855702,53.5567861189425,53.7412760448415,32.758870435435,35.2659125490067,72.1392318087504,73.9891513884066,95.4088216251363,Inf,56.5932895918414,56.0428337504046
"IPC_7",31.505789237799,41.9049957854955,42.3207458271061,33.929814843445,38.705941691407,36.2984158159542,41.3963098857171,38.8418549651041,44.8038960096039,40.3218923145464,32.1224885660625,38.0749651987111,15.7230667669952,44.5354861140159,29.3598046118914,26.002669588559,23.6203984623783,9.29002557033553,14.2783990190503,18.273376450153,14.1274350739981,8.67215059790527,21.4396367491123,6.0601697788036,0,5.18171115433656,26.2001824383066,28.2267596684182,35.6575271973795,20.4014671279491,32.5961427031605,30.0857376386876,25.1643979727737,49.2113560761168,32.850684657113,29.7287228774568,21.8800158899311,32.0177308753783,37.9298496378936,16.9014718817486,38.6363316280084,21.638195287637,39.4016497690234,40.8036833090946,13.5235626018585,34.3386381818026,53.0521844991729,45.5237679204186,45.4306317774725,51.8905049504198,46.9362464366972,40.6900076345006,37.7428908907463,40.8725426810856,28.4789562637221,43.4747654132308,46.9989732497658,70.5427423510192,36.1356304459564,61.0780581332142,47.3829034441389,20.5369796084691,40.5636677325227,46.4415347534771,41.6686690196164,32.0261893504833,40.4914613650566,47.3840749286869,46.6520650414447,29.7028219322197,23.6374176557446,17.2420278585433,23.3017650868083,22.9653123378322,28.3320406121314,20.4630055513614,29.1606861932531,20.7156595663769,26.3088136097512,16.733475119364,15.9143130117719,39.8104129543734,44.027906614619,42.0155261925786,47.2288931863533,45.1749169749376,48.5519684822235,46.0555080387603,42.3929353414266,46.9419342260766,32.5028008127537,37.6522928460949,33.5228921983476,22.9078962263791,31.0752237083053,34.3852964347709,30.3042353488218,22.9822938611288,16.0605379545507,41.1730089340365,20.9905310433657,31.6361848706241,16.4254799687322,41.0983919953979,29.6836691680838,35.8430995803368,25.912330479542,33.7835888220545,37.108340233679,30.7879903536239,34.9869834460108,26.5993406112029,29.3936581273342,27.2011474698861,41.7940948456055,32.9555837992056,30.980283564741,35.4167510197835,40.236289181291,26.5222811703159,36.2302516125673,30.5160450007919,46.0774044641037,37.7922196644086,34.1383005312033,29.8027534159936,37.8218087655685,36.2614522130602,38.2983759442948,23.2011691253668,30.4167072152821,25.1935938657158,29.6930329066924,32.5297086915948,28.4289929680273,39.4900048776366,37.7622210326744,53.6833312793346,58.7180408551721,53.444317397906,60.5171991640641,51.5262914946943,55.0689381719895,26.6987006566314,29.2057427702031,66.0790620299468,67.9289816096029,89.3486518463327,Inf,50.5331198130378,49.982663971601
"IPC_8",36.6875003921356,47.0867069398321,47.5024569814426,39.1115259977816,41.0646164016741,38.5218419513522,41.607255642481,44.0235661194407,48.5666098838376,36.6544453718185,34.3459147014605,40.2983913341091,13.6893672737907,49.7171972683525,26.1687021288592,23.9689700953545,21.5866989691737,10.4371827956535,18.2981816992963,22.2931591303989,19.3091462283346,13.8538617522418,16.2579255947757,11.2418809331402,5.18171115433656,0,31.3818935926431,33.4084708227547,40.839238351716,25.5831782822857,37.777853857497,35.2674487930242,30.3461091271103,47.2861476887349,38.0323958114496,34.9104340317934,27.0617270442676,33.4308652949388,39.3429840574542,22.0831830360851,41.2790899151612,26.8199064419736,42.9339644503356,36.5646303768087,18.7052737561951,33.6391029367419,50.4365023971566,48.527881445051,49.4504144577184,48.4838275061569,43.0138891556652,36.4272651559761,34.1499637649314,35.6908315267491,23.2972451093856,46.4788789378633,41.8172620954293,65.3610311966827,30.9539192916199,58.462376031198,51.4026861243849,25.7186907628057,44.4936338437894,47.8546691730376,41.7499927169261,37.2079005048199,41.9045957846171,50.4330858804735,48.0651994610052,33.7226046124656,18.4557065014081,18.3891850838613,28.4834762411448,24.1124695631502,33.5137517664679,25.644716705698,34.3423973475896,25.8973707207134,31.4905247640878,21.9151862737006,21.0960241661085,44.99212410871,49.2096177689556,46.0353088728246,52.0137395201101,50.139271336068,52.5717511624695,50.0291900560237,43.5400925667446,48.0890914513946,33.6256307108112,42.8340040004315,38.7046033526842,28.0896073807157,27.3840740688707,36.4809437828683,35.4859465031583,28.1640050154654,10.8788268002142,46.354720088373,26.1722421977022,36.8178960249606,21.6071911230687,46.2801031497345,24.5019580137473,33.2287679123754,31.0333207978328,38.965299976391,41.128122913925,33.146665063891,40.1686946003474,31.7810517655395,34.5753692816707,32.3828586242227,45.415057083985,34.1027410245236,36.1619947190776,40.5984621741201,45.4180003356276,27.6694383956339,41.4119627669038,35.6977561551285,51.2591156184402,42.9739308187451,39.3200116855398,34.9844645703302,43.003519919905,37.4086094383781,43.4800870986314,28.3828802797034,34.436489895528,29.2133765459617,30.2203727937946,36.4596748028615,29.5761501933452,40.0173447647388,38.2895609197767,57.7031139595805,62.737823535418,58.6260285522425,64.53698184431,46.5381082962386,50.0807549735338,30.7184833368774,33.2255254504491,70.0988447101928,71.9487642898489,93.3684345265786,Inf,54.5529024932838,54.0024466518469
"ses_1",27.3587347887993,34.2489599359257,46.2588506656137,37.8679196819527,31.4206029956726,19.4141962291855,36.4286524815138,31.1858191155343,31.6805299431683,31.4758422108513,15.2382689792938,21.1907456119423,23.75461031871,39.6532221107373,17.749145368763,32.351671420309,29.9694002941283,23.3347654603208,32.1633984210023,36.158375852105,27.5093447862611,34.8723330362118,38.2970290506797,20.140012659503,26.2001824383066,31.3818935926431,0,15.729119588601,14.2027584807227,5.79871531035742,27.7138786998818,11.9813734504222,18.6084244743035,32.327136489348,18.2479328395213,15.1259710598651,9.39008837614432,30.4715488922376,35.6480433022107,18.6524955958471,24.0335798104167,18.5192458587667,24.6563256162886,28.9725381467428,12.676619836448,22.6043237601839,52.5036535799605,61.9777948850752,50.8453231649153,61.522309122895,61.0160893173965,56.2958774153866,30.4575521950119,55.6471129654818,43.1658573687961,59.9287923778874,60.6440108141242,85.3173126354154,52.3244246559516,60.5295272140019,53.1932331355819,15.3996664786062,39.9613461480621,44.1597284177941,39.7139559015432,37.254319111749,38.9452793819158,47.6191792659967,45.105883058304,33.2077790468891,41.7745288724052,15.382763172113,26.4549214542239,21.1060476514019,31.485196979547,23.616161918777,37.8141494631114,33.3652213932737,38.958375436648,30.8609856751767,28.5638748386687,53.7885794680863,56.9145310672855,51.1101616657605,55.479484862907,59.0020600972299,51.8805619542739,53.4949353988206,47.0058379095415,51.5548367941915,24.8930258707288,35.3209969031189,30.6918167833526,31.3827457851341,17.7400606628691,42.8601459935259,33.0220099567655,37.0621367418282,32.9179302561181,39.0525310239582,33.8098286176353,44.4554824448937,30.5053228494315,53.3888050891739,35.4193919655444,42.5005611878332,28.8880291814589,49.0430681226356,25.8022607454297,23.5026516578894,49.0668263267102,39.4186381854725,43.4735010080335,46.8347698385962,51.7942592946426,31.0963191127753,45.0601264454403,42.1533699771544,44.9248277472354,24.6630164838856,43.3059547964634,43.5198723076904,54.0735636367656,44.9209628762612,52.6648634961714,36.8784565998897,51.9016516462678,34.4021875266298,46.7732255030498,37.2810120060662,37.4715548714234,41.6476208303724,43.9861568911505,41.9771362874025,33.0418955361421,49.5129201277794,51.2407039727416,54.0837561991983,70.7349229757924,55.9026957404897,68.9357646669004,60.5130170859453,56.9703704086501,44.5837000585835,47.0907421721552,83.9640614318988,85.813981011555,105.168652171779,Inf,68.4181192149898,67.0557365363842
"ses_2",35.9000299889737,38.5215184497606,39.5301308971607,40.3856312285412,36.0950416473526,35.1433158177865,40.7012109953487,35.4583776293692,41.420418673869,35.7484007246862,30.9673885678948,25.4633041257772,31.9776878942255,25.3347116021222,20.7269634898593,21.6980850726618,24.0803561988425,37.5167852387537,39.5589257124946,43.5539031435973,30.1525618233373,36.8989102663234,40.3236062807913,22.1665898896146,28.2267596684182,33.4084708227547,15.729119588601,0,20.9067480351778,21.5278348989584,13.3953681912667,11.1181112385716,9.47915148046821,40.1179241341342,27.6790066111732,26.1883879847378,20.9032309518298,37.115049088575,38.1601574901162,21.2957126329232,37.613072343382,13.0053541656049,27.168439804194,33.537773877721,14.7031970665596,25.7543073826919,46.0560948001536,48.973904920532,38.4345420784532,50.0817389394268,51.9702055392436,50.3046302943534,35.8657464297527,44.2065427820136,39.5821919935544,46.9249024133442,49.2034406306561,73.8767424519472,48.9434550171428,54.0819684341949,40.3868137451196,21.0576596019314,38.5705251448622,41.85336191116,43.6578247841075,46.9372197296897,45.5887795782532,54.262679462334,51.7493832546413,39.9974000366596,34.7406533855769,31.111882760714,33.910693480195,32.943708841569,38.9409690055181,31.0719339447481,26.0811284315489,17.6361018046727,23.229255848047,23.8271101883484,12.8347552500677,38.0594598794853,42.2769535397309,44.5264598287906,45.4779401114651,43.4239639000494,50.5454620430055,44.3045549638722,40.7662155700245,45.3152144546744,26.2906325778273,48.9004894360842,37.9171329495223,38.9330229757183,31.5959037017675,47.9946492740388,40.5723400689198,39.0887139719398,34.9445074862297,37.7904001461365,31.5016505782602,42.1473044055187,32.5319000795431,51.6095115302925,38.3972100866406,35.1365999795568,31.8658473025551,48.4021197243289,37.3154033211152,37.3584946967878,50.3049256115971,25.892841010423,45.5000782381451,36.815770129739,56.9287625751555,25.5438702488926,44.176501680538,36.7229685499683,42.7536588181507,31.9771728777822,37.7535059325807,37.9674234438077,51.9023947076809,39.3685140123785,43.7529231910561,31.326007736007,41.0743514785682,40.7859067799813,49.6445611841777,37.9275920266338,23.4206175162628,28.6437308658292,29.9352195359899,30.5365661039343,26.8022731966251,39.7321915069341,38.0044076619719,46.6872415803153,62.1681778552855,48.5061811216066,61.5392500480174,67.738333252115,64.1956865748198,43.6295198138359,41.1224777002642,79.4118748551442,81.2617944348004,102.68146467153,Inf,63.8659326382352,60.8161141968672
"ses_3",41.561493269522,40.7468773345702,41.7554897819702,42.6109901133508,38.3204005321622,33.6169547099082,42.9265698801583,37.6837365141788,43.6457775586785,37.9737596094957,29.4410274600165,27.6886630105868,32.0104592659109,27.5600704869317,19.276206268903,26.4953986967086,24.1131275705278,37.5375239410435,38.1395082762748,42.1344857073775,36.5227175520991,44.3296777952847,36.5409402105505,29.5973574185759,35.6575271973795,40.839238351716,14.2027584807227,20.9067480351778,0,15.2560600694303,15.6207270760763,9.78863679660626,18.9694816354306,26.815263011049,9.05076609957891,5.92880431992268,19.5737565098644,20.4001764199468,21.445284821488,27.6658683616851,20.3297147698994,21.1505184965482,10.4535671355658,16.8229012090928,22.133964595521,8.40156527946118,45.4306654130703,54.9574113132808,40.7739506926245,53.4270496706095,54.705252457415,59.9775410425176,35.4313717279873,49.969617859164,46.8475209959271,52.908408806093,53.1142701227147,79.6398175290977,51.2369339073946,53.4565390471116,43.121860663291,19.728185159966,32.8883579811719,29.9569699370714,44.0806714925195,44.7014504807577,28.873906909625,37.5478067937059,35.0345105860131,43.3914471806092,42.0059823879496,29.5855216528357,39.2953568812747,32.9764802132543,45.6879554602697,37.8189203994997,43.8825229530435,38.4336249683755,44.0267790117499,31.0924391907211,33.7415032852456,54.1836054923838,58.4010991526294,48.9404309225631,49.4194453836087,48.8191014718197,41.6976033288637,55.6270162830407,49.4318998832252,53.3440934523243,35.076694004449,31.6171318626016,40.8754849170727,36.9698893421663,30.2664292598022,36.901431339999,39.1215828479635,46.5194815009011,31.1618414159889,37.6923850373008,35.3368895177753,42.7487762085191,39.9626676085044,45.922808777026,36.9464528656844,45.8024206130909,30.4150900815989,50.6274786091384,35.9859288791498,36.0290202548224,47.1086710352289,40.9456990856125,52.7019963539056,51.8686282049285,45.8355446411156,45.299077593498,54.5174712045133,56.3561284578772,59.1275862279581,38.8657749646083,57.5087132771861,55.1835257358344,52.3509636817029,59.1237213569839,52.9470918716857,51.0812150806125,56.1272095537578,48.6049460073526,47.0554538785641,46.7383567651391,29.4041239090116,34.627237258578,35.9187259287387,36.2996411810847,35.4679575098258,45.7156978996829,43.9879140547207,52.6707479730641,68.1516842480343,54.4896875143554,67.5227564407662,53.17630018971,56.7189468670051,35.8502770072677,38.3573191208394,75.230638380583,77.0805579602392,95.097279699488,Inf,59.684696163674,59.1342403222372
"ses_4",27.4580976415401,37.8573041892367,48.0499260954184,41.5130092453506,36.0915247060628,25.2129115395429,37.3486182894582,34.7941633688453,37.4792452535257,37.2745575212087,21.0369842896512,26.9894609222998,29.5533256290674,33.8545068003799,23.5478606791205,38.1503867306665,35.7681156044857,29.1334807706782,34.5385698448428,38.2688749978959,21.7106294759037,29.0736177258544,32.4983137403222,14.3412973491455,20.4014671279491,25.5831782822857,5.79871531035742,21.5278348989584,15.2560600694303,0,21.9151633895244,17.7800887607797,19.1385910906895,37.6344861378324,12.4492175291639,9.32725574950766,15.1888036865017,24.6728335818802,29.9919003269964,12.8537802854897,18.2348645000593,22.6647937758262,19.0001826410743,23.1738228363854,6.87790452609062,22.3351903253025,51.7815870403629,60.3827733884723,45.0466078545579,57.6997068325429,55.2173740070391,54.0349904577462,35.1284739054021,51.9312196722956,40.9049704111557,61.4550243116014,57.3869272846481,80.4606915197063,47.1943074371664,59.8074606744043,47.3945178252244,11.8727382734232,39.2392796084645,38.5035854425798,45.2230706820265,40.3073169208253,33.1465640715584,41.8204639556393,39.3071677479465,36.0257556782212,36.0634318031782,21.1814784824704,32.2536367645813,26.9047629617593,37.2839122899044,29.4148772291344,40.8182776985093,32.3732510716331,37.9664051150074,36.6597009855342,27.5719045170281,52.7966091464457,57.0141028066913,53.3246742376159,53.8036886986616,53.2033447868725,46.0818466439165,59.0417042308326,52.8045532198989,57.3535521045489,30.6917411810863,29.5222815927614,29.4752006020887,30.4910906282848,22.4109823732593,41.9684908366765,37.8874297507274,31.2634214314708,27.1192149457607,43.7234527343484,28.5737254452713,39.2193792725297,24.7066075390741,48.6815863973035,40.0268876655332,36.7018458774758,33.4955248814477,48.6707362262578,31.6009760557871,28.1735733682796,43.2681110163528,34.1825350131086,37.6747856976761,45.1054641324246,50.0752224159475,36.8950344231327,39.2614111350829,43.6978785901254,48.9694241501662,30.461731794243,44.5113791829092,48.4203616633304,56.6236208436363,46.126387262707,49.8201134368938,38.0838809863355,46.1029363359104,40.2009028369872,44.960603608724,31.4822966957088,37.95073941452,43.1738527640864,44.4653414342471,44.8462566865931,38.8406108464995,54.2623134051913,52.5345295602292,52.8671400179345,69.5183067945285,54.6860795592258,67.7191484856366,57.4489573516434,55.7537542273862,40.1229341692011,42.6299762827728,79.5032955425164,81.3532151221726,99.3699368614214,Inf,63.9573533256075,63.4068974841706
"ses_5",29.3990751654076,25.1261502584939,26.134762705894,26.9902630372745,22.6996734560859,22.1963398170508,27.305842804082,22.0630094381025,28.0250504826023,22.3530325334195,18.0204125671591,12.0679359345105,34.4516268407115,11.9393434108555,18.6795567397778,26.1927655473179,28.5750366734986,40.8846680373712,41.3887869675049,45.3837643986076,34.6032382195514,41.2682933010658,39.3485308629844,26.5359729243569,32.5961427031605,37.777853857497,27.7138786998818,13.3953681912667,15.6207270760763,21.9151633895244,0,24.4113636788536,14.4841501006601,26.7225559428675,14.2836384199065,17.4056001995627,20.0871048981458,23.7196808973082,24.7647892988494,33.1959353859603,24.2177041521153,10.9579474155235,13.7730716129273,20.1424056864543,28.0985652578264,16.3975832969457,41.7413664428972,58.2769157906422,44.0934551699859,53.6921325617671,58.0247569347765,54.8167591707901,30.9438587266279,50.902994730006,45.3933100118074,56.2279132834544,55.8998925786484,80.5731943999396,54.0445245598286,49.7672400769385,46.4413651406525,29.1463653382455,29.1990590109987,28.4579937198933,36.1676154393676,33.541851538423,32.1934113869865,40.8673112710673,38.3540150633746,43.9047955688905,40.5517714038299,39.4390637606176,43.7572659842455,37.4383893162251,52.3363371967848,44.4673021360149,39.4764966228156,31.0314699959394,36.6246240393137,37.2224783796151,26.2301234413344,51.454828070752,55.6723217309976,52.2599353999246,52.7389498609702,52.1386059491811,45.0171078062251,57.6999231551389,52.7514043605866,56.6635979296857,35.5900423927303,35.5051212448175,41.3888333053541,31.8690523167502,24.9822531997489,36.276314202125,35.8041535446309,42.5857470277775,33.9694320684229,24.3950319548698,34.74023998865,37.6075470715923,36.9012831142854,46.804973297773,36.3498033365591,30.1816935370147,29.8184405524736,35.0067515330621,36.4992772674312,23.9889581895055,45.6767589494968,39.2882092016897,46.6613767718432,49.2860461264049,44.4546625230037,38.9392384401593,51.4560867102943,50.118336741235,56.1490270094174,45.372541069049,51.1488741238474,51.3627916350744,55.6704681590644,52.7638822036452,42.3488930650877,44.7213759272737,49.3187045342137,54.1812749712481,36.4572550719661,43.6769722709201,32.723628386373,37.9467417359394,39.2382304061001,37.2330180519267,38.7874619871873,49.0352023770443,47.3074185320822,55.9902524504255,71.4711887253957,57.8091919917169,70.8422609181276,56.4958046670714,60.0384513443666,39.1697814846291,41.6768235982008,78.5501428579445,80.4000624376006,98.4167841768494,Inf,63.0042006410355,62.4537447995987
"ses_6",37.7590079592431,46.230333386348,49.6452844050069,41.2543534213458,34.1583347959993,31.3955696796077,43.3061985209468,43.1671925659566,43.6619033935905,43.4572156612735,27.219642429716,33.1721190623646,24.1496416558238,36.350707089709,12.3870602626691,32.8161963112334,32.0469733512068,28.1842490739397,35.0962904903962,39.0912679214989,32.0115397936067,38.7578882365929,33.0560343858757,24.025567859884,30.0857376386876,35.2674487930242,11.9813734504222,11.1181112385716,9.78863679660626,17.7800887607797,24.4113636788536,0,9.92721357819345,29.1803957826755,18.1922385258224,15.0702767461662,9.78511971325818,30.188813216553,31.2339216180942,23.1546906031927,30.1183515665057,13.4534162633301,20.2422039321721,26.6115380056991,16.5621750368291,18.1902020760674,51.4258212592042,54.3436313795826,43.8042685375038,55.4514653984774,57.3399319982942,58.4683423633091,33.1952839953386,49.5762692410642,50.700303232126,52.2946288723948,54.5731670897066,79.2464689109978,47.7520280827199,59.4516948932455,45.7565402041702,9.93954836335979,40.356377485176,39.7456067336777,49.6345305812088,39.9920509120757,38.6625437062313,47.3364435903121,44.8231473826194,33.6028103840029,45.8587646241485,20.2322467857319,31.3044050678428,25.9555312650208,36.3346805931659,28.465645532396,37.1992396701205,28.7542130432443,34.3473670866186,34.94522142692,23.9528664886393,49.1775711180569,53.3950647783025,49.8961862878412,56.5960513500367,54.542075138621,51.4862401254699,55.3072174388061,48.818119949527,53.367118834177,25.2880572078427,41.4057686592078,31.0868481204664,34.1204775854609,20.4777924631959,42.0362926285715,32.2324368417296,38.782615999669,27.6769355913142,41.790262824285,28.4477435115413,39.0933973387998,32.2258021072723,48.5556044635736,30.0573068594505,43.3003120485125,23.525944075365,51.7807999229624,26.1972920825436,26.2403834582162,48.8405906685148,34.0565530793786,45.1939802658743,44.9794821986946,50.9704059296882,35.9458027263942,48.3801940083921,47.0028535907734,49.7743113608544,29.5125000975045,48.1554384100824,48.2943797296004,58.9230472503846,49.7704464898802,51.9166352600118,41.7279402135087,49.2380635475238,39.2516711402488,46.6903765768296,40.6010795690179,28.7903439753134,34.0134573248798,35.3049459950405,35.9062925629849,34.8541775761276,45.1019179659847,43.3741341210225,52.0569680393659,67.5379043143361,53.8759075806572,66.908976507068,60.9080484230591,57.3654017457639,45.6389138038739,48.1459559174456,85.0192751771893,86.8691947568454,104.885916496094,Inf,69.4733329602803,68.8680185763697
"ses_7",42.2086463782456,39.610300359154,40.6189128065541,40.2477790583426,37.183823556746,36.680489917711,41.7899929047421,36.5471595387626,42.5092005832624,36.8371826340796,32.5045626678192,26.5520860351706,27.0198821103247,26.4234935115156,11.247812009391,31.17723655313,33.5595076793107,33.4529233069844,33.9570422371182,37.9520196682209,27.1714934891646,33.836548570679,31.9167861325977,19.1042281939701,25.1643979727737,30.3461091271103,18.6084244743035,9.47915148046821,18.9694816354306,19.1385910906895,14.4841501006601,9.92721357819345,0,34.6888536338115,21.8950882861199,18.7731265064636,12.655360167759,34.1187043388362,35.3969325669318,27.6043290221952,28.203305392662,3.52620268513669,28.2572217135874,27.8974101197414,21.0118134558316,16.2751559022237,41.4986076810107,44.4164178013891,33.8770549593103,45.524251820284,47.4127184201008,51.2825549420908,31.3082593106099,39.6490556628708,48.2993890062888,42.3674152942013,44.6459535115132,69.3192553328044,44.385967898,49.5244813150521,35.8293266259768,19.8667619415532,34.0130380257194,40.5801922339794,47.7676772281105,45.0702477656498,42.5924348285144,51.2663347125953,48.7530385049025,36.4730508385038,44.2198048660451,30.1594603639254,41.2316186460363,35.8827448432142,46.2618941713594,38.3928591105894,35.5602799120171,27.1152532851409,32.7084073285152,33.3062616688166,22.3139067305359,47.5386113599535,48.7995995290776,39.9689727096478,47.364553324699,45.2966309591204,47.2118003033473,45.3800038606127,38.8909063713335,43.4399052559835,28.1582976623435,39.4907224853641,33.9570885749673,35.9519546415456,30.4050060413893,40.8970443752934,31.0931885884515,36.0263522762953,26.5376873380361,38.8170650818483,27.3084952582633,37.9541490855217,29.4695383838987,47.4163562102955,28.9180586061724,42.1610637952344,22.3866958220869,49.4909016337223,29.0675325370444,36.1675970364096,47.7013424152367,32.9173048261005,42.4377165425007,43.8402339454165,49.8311576764101,35.0230217293608,44.0243419799075,46.2021200304365,52.2328102986189,39.439713675698,47.2326574130489,47.1551314763224,61.3815461881491,48.8476654928467,50.7773870067337,40.8051592164752,48.0988152942458,49.1788847184422,45.5511283235515,36.2452275405333,18.86313039712,24.0862437466863,25.3777324168471,25.9790789847914,24.9269639979342,35.1747043877912,33.4469205428291,42.1297544611724,57.6106907361426,43.9486940024638,56.9817629288745,62.1969688340605,60.2356422002648,46.3773438746993,48.884385988271,77.5365656564533,79.3864852361094,100.806155472839,Inf,61.9906234395443,58.9408049981762
